Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene:AT3G58350	-	3	-	21591409	21592962	3.775181	1.408706	2.528344
gene:AT3G58430	-	3	-	21613163	21616183	7.845930	3.250997	5.834885
gene:AT3G58480	-	3	+	21629072	21632116	0.116076	0.042476	0.076236
gene:AT3G58460	-	3	-	21623179	21626701	29.872952	11.557048	20.742577
gene:AT3G58470	-	3	-	21626671	21628569	35.537510	13.004343	23.340178
gene:AT3G58490	-	3	+	21632812	21635178	57.067509	21.066088	37.809387
gene:AT3G58500	-	3	-	21635162	21639136	242.575302	88.766273	159.317596
gene:AT3G58510	-	3	+	21639978	21643795	44.710724	17.237648	30.938108
gene:AT3G58520	-	3	-	21643770	21645548	3.566889	1.338670	2.402643
gene:AT3G58530	-	3	+	21645547	21648368	31.902538	11.674187	20.952816
gene:AT3G58540	-	3	+	21648561	21649390	0.000000	0.000000	0.000000
gene:AT3G09135	-	3	-	21649011	21649281	0.000000	0.000000	0.000000
gene:AT3G58550	-	3	-	21649364	21650347	124.399368	45.521816	81.702499
gene:AT3G58560	-	3	-	21650565	21654200	86.033157	31.482359	56.504501
gene:AT3G58570	-	3	+	21656484	21660812	31.185843	11.411924	20.482107
gene:AT3G58580	-	3	-	21660598	21664095	42.223442	15.450946	27.731339
gene:AT3G58620	-	3	+	21680027	21683280	23.033638	8.696486	15.608440
gene:AT3G58630	-	3	-	21683516	21686039	12.056612	6.639672	11.916876
gene:AT3G58590	-	3	+	21666082	21668625	3.848958	1.408460	2.527903
gene:AT3G58600	-	3	-	21668515	21671292	45.101360	16.504070	29.621485
gene:AT3G58610	-	3	+	21671433	21675090	552.800842	231.198883	414.955475
gene:AT3G58650	-	3	-	21696072	21699998	9.514968	3.481839	6.249201
gene:AT3G58640	-	3	-	21686741	21693928	65.789520	24.175037	43.389328
gene:AT3G58660	-	3	+	21701520	21703114	45.193729	16.537870	29.682148
gene:AT3G58670	-	3	-	21703385	21706137	39.488686	15.095304	27.093031
gene:AT3G58680	-	3	+	21707247	21708972	247.685272	90.636177	162.673706
gene:AT3G58690	-	3	+	21709128	21711400	13.857322	5.070849	9.101154
gene:AT3G58700	-	3	+	21711445	21713104	82.358971	30.137854	54.091381
gene:AT3G58730	-	3	-	21718188	21720053	10.603550	3.880187	6.964156
gene:AT3G58710	-	3	+	21714911	21716916	12.765138	4.677445	8.395072
gene:AT3G09145	-	3	-	21715541	21715885	6.295652	2.303786	4.134832
gene:AT3G58720	-	3	-	21716544	21717997	35.193012	15.505781	27.829758
gene:AT3G58750	-	3	-	21724306	21728137	53.245365	19.484230	34.970268
gene:AT3G58760	-	3	+	21728144	21732086	33.851383	14.649363	26.292658
gene:AT3G58770	-	3	+	21732122	21735327	0.904479	0.330979	0.594040
gene:AT3G58780	-	3	+	21738160	21742517	1.068713	0.465178	0.834901
gene:AT3G09155	-	3	-	21739353	21739916	0.000000	0.000000	0.000000
gene:AT3G58790	-	3	-	21742071	21746324	20.651098	7.887404	14.156304
gene:AT3G58795	-	3	+	21745458	21746545	0.000000	0.000000	0.000000
gene:AT3G58800	-	3	+	21748228	21749928	10.333333	3.781306	6.786684
gene:AT3G58810	-	3	+	21749966	21752141	5.079504	1.973472	3.541984
gene:AT3G58820	-	3	+	21752533	21754681	3.030885	1.109100	1.990612
gene:AT3G58830	-	3	-	21754960	21756819	45.116920	20.929636	37.564484
gene:AT3G58840	-	3	-	21757073	21758969	16.241974	6.289508	11.288402
gene:AT3G58850	-	3	-	21759350	21760390	18.552353	6.788916	12.184736
gene:AT3G58860	-	3	-	21763720	21765306	0.000000	0.000000	0.000000
gene:AT3G58900	-	3	+	21772813	21774873	6.698518	2.482926	4.456354
gene:AT3G58930	-	3	-	21778164	21780663	2.278186	0.837280	1.502748
gene:AT3G58940	-	3	-	21780785	21783676	5.461341	1.998484	3.586877
gene:AT3G58970	-	3	-	21789332	21791476	47.371605	17.334827	31.112526
gene:AT3G59010	-	3	-	21802770	21805335	2.055984	0.752352	1.350321
gene:AT3G59000	-	3	+	21799248	21801804	3.773114	1.380706	2.478090
gene:AT3G58990	-	3	-	21797058	21798303	100.162918	36.652905	65.784584
gene:AT3G59020	-	3	-	21810238	21817699	51.554756	18.865580	33.859917
gene:AT3G59030	-	3	+	21819040	21821440	0.000000	0.000000	0.000000
gene:AT3G59040	-	3	-	21821349	21824425	50.945362	20.909561	37.528454
gene:AT3G09175	-	3	+	21823822	21824201	0.000000	0.000000	0.000000
gene:AT3G09185	-	3	+	21831257	21831513	0.101167	0.037020	0.066444
gene:AT3G59068	-	3	+	21832192	21833041	1.267059	0.463659	0.832174
gene:AT3G59070	-	3	-	21832364	21834514	0.000000	0.000000	0.000000
gene:AT3G59080	-	3	+	21836406	21838620	10.623025	3.887314	6.976946
gene:AT3G59050	-	3	-	21824696	21827509	31.730751	11.611324	20.839991
gene:AT3G59060	-	3	-	21827905	21830837	141.360413	67.707207	121.520805
gene:AT3G59100	-	3	+	21842964	21854117	9.373929	3.530494	6.336525
gene:AT3G59090	-	3	+	21839143	21842781	54.613407	21.609041	38.783878
gene:AT3G59130	-	3	-	21860986	21862807	0.000000	0.000000	0.000000
gene:AT3G59140	-	3	-	21863348	21869036	4.240551	1.551757	2.785091
gene:AT3G09195	-	3	+	21883667	21883980	0.000000	0.000000	0.000000
gene:AT3G59150	-	3	+	21872831	21874422	2.378151	0.870244	1.561912
gene:AT3G59190	-	3	+	21884426	21886808	0.000000	0.000000	0.000000
gene:AT3G59110	-	3	+	21854640	21858204	49.430889	18.088387	32.465012
gene:AT3G59120	-	3	-	21857876	21860302	0.367104	0.154093	0.276565
gene:AT3G59200	-	3	+	21887123	21889423	0.566600	0.223440	0.401031
gene:AT3G59210	-	3	+	21889476	21891944	9.412198	3.526478	6.329318
gene:AT3G59220	-	3	+	21893812	21895789	38.799999	14.198195	25.482903
gene:AT3G59280	-	3	-	21908429	21910738	54.992184	22.102802	39.670082
gene:AT3G59290	-	3	+	21911501	21917860	14.944955	5.468850	9.815485
gene:AT3G59295	-	3	-	21916156	21916756	0.000000	0.000000	0.000000
gene:AT3G59370	-	3	-	21941765	21942571	4.718649	1.726709	3.099095
gene:AT3G59300	-	3	+	21918321	21922706	91.405167	37.816864	67.873657
gene:AT3G59310	-	3	-	21921746	21924435	23.236660	8.790763	15.777650
gene:AT3G59320	-	3	-	21924488	21926895	46.481831	18.060192	32.414413
gene:AT3G59330	-	3	-	21926961	21928499	28.076159	11.106766	19.934410
gene:AT3G59340	-	3	-	21928692	21931570	2.170886	0.917993	1.647613
gene:AT3G59350	-	3	+	21932337	21935231	9.767372	5.074285	9.107321
gene:AT3G59360	-	3	-	21935278	21940365	55.312622	20.834831	37.394329
gene:AT3G59420	-	3	-	21959646	21963180	10.203677	3.733861	6.701529
gene:AT3G59435	-	3	-	21970354	21972299	1.566555	0.573254	1.028875
gene:AT3G59440	-	3	+	21970355	21971125	0.000000	0.000000	0.000000
gene:AT3G59450	-	3	+	21972840	21974923	1.099650	0.519575	0.932533
gene:AT3G59430	-	3	-	21963832	21967078	6.600883	3.480947	6.247600
gene:AT3G59470	-	3	-	21978810	21980839	22.843313	9.034060	16.214319
gene:AT3G59520	-	3	+	21991826	21993263	15.305596	5.600821	10.052346
gene:AT3G59530	-	3	+	21993253	21995331	4.311812	1.841764	3.305596
gene:AT3G59480	-	3	+	21982989	21984598	12.447359	4.554898	8.175125
gene:AT3G59490	-	3	-	21984596	21986351	35.780323	14.591718	26.189198
gene:AT3G59500	-	3	+	21986463	21988326	45.884731	23.457733	42.101910
gene:AT3G59510	-	3	-	21988389	21989847	1.451679	0.531217	0.953428
gene:AT3G59540	-	3	-	21995610	21996840	65.974792	24.142345	43.330650
gene:AT3G59380	-	3	+	21944170	21946007	78.652084	28.781384	51.656792
gene:AT3G59390	-	3	+	21946086	21948372	14.870712	5.707377	10.243593
gene:AT3G59400	-	3	-	21948501	21949796	288.367767	105.523247	189.392990
gene:AT3G59410	-	3	+	21948851	21959410	32.366997	12.635201	22.677645
gene:AT3G59550	-	3	+	21997052	22000737	5.575207	2.040152	3.661661
gene:AT3G59570	-	3	-	22000804	22006132	7.173405	2.710075	4.864039
gene:AT3G59580	-	3	+	22009008	22012804	2.873087	1.083307	1.944319
gene:AT3G59600	-	3	+	22016376	22018361	64.275757	23.520611	42.214764
gene:AT3G59630	-	3	-	22025003	22028523	15.855359	6.513143	11.689780
gene:AT3G59640	-	3	+	22028649	22030505	30.932676	11.685925	20.973885
gene:AT3G59670	-	3	+	22039476	22042726	17.950653	6.568734	11.789556
gene:AT3G59680	-	3	+	22043919	22046047	8.864778	3.314240	5.948393
gene:AT3G59690	-	3	+	22048557	22051673	10.745746	4.359495	7.824416
gene:AT3G59695	-	3	-	22049730	22051595	0.833579	0.305034	0.547475
gene:AT3G59730	-	3	-	22064192	22065957	0.142695	0.055888	0.100307
gene:AT3G59700	-	3	+	22052121	22054394	1.847845	0.676187	1.213620
gene:AT3G59710	-	3	-	22054667	22057156	5.558942	2.122926	3.810226
gene:AT3G09225	-	3	-	22054746	22054869	0.012915	0.004726	0.008482
gene:AT3G59650	-	3	+	22033129	22034228	30.504900	12.403867	22.262444
gene:AT3G59660	-	3	-	22034171	22038709	66.202278	24.880491	44.655476
gene:AT3G59765	-	3	-	22075815	22078361	0.794027	0.720521	1.293190
gene:AT3G59740	-	3	-	22066987	22069058	0.112452	0.041150	0.073856
gene:AT3G59750	-	3	-	22069830	22071837	0.503122	0.184109	0.330438
gene:AT3G59760	-	3	-	22071948	22075453	79.197433	33.312782	59.789742
gene:AT3G59840	-	3	-	22105522	22106242	1.316227	0.481651	0.864466
gene:AT3G59830	-	3	-	22102647	22105441	0.491366	0.179807	0.322717
gene:AT3G59850	-	3	-	22109103	22111732	1.471074	0.573275	1.028913
gene:AT3G59790	-	3	+	22092400	22094403	0.369297	0.135138	0.242545
gene:AT3G59800	-	3	-	22094363	22096484	19.453314	7.121331	12.781356
gene:AT3G59810	-	3	+	22096469	22097966	49.233650	23.119602	41.495033
gene:AT3G59820	-	3	-	22097979	22102224	31.181210	11.888949	21.338272
gene:AT3G59880	-	3	+	22120876	22121957	3.743068	1.369712	2.458357
gene:AT3G59884	-	3	-	22122760	22122936	3.847458	1.407911	2.526917
gene:AT3G59870	-	3	-	22116109	22118298	45.365566	16.600752	29.795010
gene:AT3G59890	-	3	-	22123982	22126630	15.208241	5.985672	10.743075
gene:AT3G59770	-	3	-	22078972	22086236	50.957684	19.181139	34.426285
gene:AT3G59780	-	3	+	22086333	22090529	374.864014	137.175064	246.201614
gene:AT3G59900	-	3	+	22129505	22130472	24.116735	8.825107	15.839290
gene:AT3G59910	-	3	-	22130483	22133604	62.155441	23.474495	42.131996
gene:AT3G59930	-	3	-	22139492	22140320	10.680167	3.908224	7.014476
gene:AT3G59920	-	3	+	22134951	22138546	104.946411	38.403339	68.926270
gene:AT3G59940	-	3	+	22142856	22144439	195.205811	71.432220	128.206467
gene:AT3G09275	-	3	-	22142893	22144281	64.699562	23.675697	42.493111
gene:AT3G59950	-	3	-	22144280	22147712	44.553780	21.588766	38.747490
gene:AT3G09295	-	3	+	22146943	22147145	0.000000	0.000000	0.000000
gene:AT3G09325	-	3	+	22173821	22174077	0.000000	0.000000	0.000000
gene:AT3G09335	-	3	-	22173861	22175264	0.000000	0.000000	0.000000
gene:AT3G09345	-	3	+	22175092	22175334	8.497942	3.109676	5.581243
gene:AT3G60040	-	3	-	22175852	22179728	2.469733	1.248723	2.241207
gene:AT3G60050	-	3	-	22180000	22181970	14.600579	5.342832	9.589308
gene:AT3G60030	-	3	-	22165580	22169984	80.449921	29.439270	52.837563
gene:AT3G60070	-	3	-	22183243	22186657	8.065091	3.211251	5.763548
gene:AT3G60080	-	3	+	22187275	22188934	20.298193	7.427776	13.331362
gene:AT3G60120	-	3	+	22205931	22209156	0.267127	0.097751	0.175443
gene:AT3G60110	-	3	+	22197529	22201451	6.205071	2.270639	4.075341
gene:AT3G60140	-	3	+	22216540	22220824	0.662955	0.265809	0.477073
gene:AT3G59970	-	3	+	22151164	22154483	453.989197	172.164169	309.000061
gene:AT3G09305	-	3	-	22152185	22152450	5.296613	1.938205	3.478688
gene:AT3G59980	-	3	-	22154244	22155641	70.449959	25.779953	46.269833
gene:AT3G59990	-	3	-	22155705	22158954	120.088181	48.546581	87.131340
gene:AT3G60130	-	3	+	22210026	22213882	18.855539	6.899861	12.383863
gene:AT3G60150	-	3	+	22221972	22223512	10.772435	5.946046	10.671956
gene:AT3G60160	-	3	-	22223264	22229487	0.965724	0.370158	0.664359
gene:AT3G60200	-	3	+	22248892	22250568	14.776386	5.407166	9.704773
gene:AT3G60180	-	3	-	22242500	22244125	31.812044	12.179802	21.860292
gene:AT3G60190	-	3	-	22244169	22247976	70.822563	25.916302	46.514545
gene:AT3G60220	-	3	-	22254563	22256177	8.852013	3.239243	5.813788
gene:AT3G60210	-	3	-	22251047	22252899	109.163010	39.946335	71.695625
gene:AT3G60240	-	3	+	22261648	22268496	65.607185	24.326132	43.660511
gene:AT3G60250	-	3	-	22270270	22272173	76.619347	30.071226	53.971802
gene:AT3G60270	-	3	-	22277797	22278837	0.000000	0.000000	0.000000
gene:AT3G60280	-	3	-	22279485	22280691	1.343553	0.491650	0.882413
gene:AT3G60260	-	3	+	22273799	22277292	17.915173	9.336279	16.756741
gene:AT3G60245	-	3	+	22268688	22270028	921.796143	337.315491	605.413452
gene:AT3G60286	-	3	-	22281629	22283719	5.319569	2.919377	5.239695
gene:AT3G60290	-	3	+	22282423	22284706	7.937767	2.904690	5.213334
gene:AT3G60328	-	3	-	22298367	22298525	0.000000	0.000000	0.000000
gene:AT3G60330	-	3	+	22298373	22303718	5.051350	1.931915	3.467398
gene:AT3G60300	-	3	+	22285138	22287548	102.592201	38.820728	69.675392
gene:AT3G60310	-	3	+	22287682	22291468	10.230263	3.850033	6.910033
gene:AT3G60320	-	3	-	22291886	22295529	102.370613	37.460773	67.234550
gene:AT3G60360	-	3	-	22312258	22314427	27.896000	10.208063	18.321419
gene:AT3G60340	-	3	+	22304152	22306512	123.621422	45.904457	82.389259
gene:AT3G60350	-	3	-	22306488	22311244	22.594919	8.433501	15.136437
gene:AT3G60390	-	3	-	22320580	22322661	38.559780	14.110291	25.325132
gene:AT3G60370	-	3	-	22314637	22316625	92.244934	33.942196	60.919411
gene:AT3G60380	-	3	-	22316771	22319628	54.693840	20.014273	35.921593
gene:AT3G60400	-	3	+	22329048	22331338	13.973373	5.113317	9.177374
gene:AT3G60410	-	3	+	22331427	22333652	39.770065	17.310139	31.068216
gene:AT3G60470	-	3	+	22344758	22347121	0.487206	0.178285	0.319985
gene:AT3G60480	-	3	-	22347451	22348351	23.511656	11.105274	19.931732
gene:AT3G60490	-	3	+	22349308	22350458	10.284101	3.763290	6.754349
gene:AT3G60415	-	3	+	22334424	22335858	38.624611	14.134015	25.367712
gene:AT3G60420	-	3	+	22336013	22337617	0.000000	0.000000	0.000000
gene:AT3G60440	-	3	+	22337791	22339520	29.323025	10.730258	19.258654
gene:AT3G09395	-	3	-	22339547	22339751	0.731707	0.267756	0.480567
gene:AT3G60450	-	3	+	22340859	22342330	62.467052	22.858747	41.026852
gene:AT3G60460	-	3	-	22342321	22343576	0.000000	0.000000	0.000000
gene:AT3G60520	-	3	-	22361431	22362579	42.104752	17.454803	31.327858
gene:AT3G09415	-	3	-	22365705	22366487	17.263090	6.317132	11.337980
gene:AT3G60500	-	3	+	22353845	22356849	33.832783	13.673982	24.542046
gene:AT3G60510	-	3	-	22356754	22360276	20.645111	8.779990	15.758316
gene:AT3G60540	-	3	-	22374864	22375916	4.337132	2.268408	4.071336
gene:AT3G60530	-	3	+	22373013	22374554	58.541298	21.422184	38.448509
gene:AT3G60550	-	3	+	22379740	22380906	11.283834	4.129126	7.410950
gene:AT3G60580	-	3	+	22393823	22395244	2.717299	0.994349	1.784656
gene:AT3G60620	-	3	+	22406313	22408747	27.052027	10.255879	18.407238
gene:AT3G60590	-	3	+	22398228	22400257	36.740547	15.523222	27.861059
gene:AT3G60600	-	3	+	22400110	22402724	138.858093	62.683128	112.503601
gene:AT3G60630	-	3	-	22410240	22412663	50.795792	18.587849	33.361450
gene:AT3G60650	-	3	+	22419115	22420517	0.778266	0.284793	0.511146
gene:AT3G60640	-	3	+	22415751	22417548	23.567144	8.623993	15.478331
gene:AT3G60670	-	3	-	22424436	22426369	0.685957	0.251014	0.450520
gene:AT3G60660	-	3	+	22421344	22423477	7.279226	2.663708	4.780820
gene:AT3G60680	-	3	+	22429960	22432106	8.600372	3.147159	5.648517
gene:AT3G60700	-	3	+	22438223	22439294	0.871197	0.318800	0.572181
gene:AT3G60690	-	3	+	22434864	22436053	20.247900	7.409372	13.298331
gene:AT3G60710	-	3	+	22440198	22441507	0.515447	0.188619	0.338533
gene:AT3G60720	-	3	+	22441771	22443876	4.441596	2.439531	4.378467
gene:AT3G60770	-	3	-	22460189	22461779	303.591248	111.094017	199.391388
gene:AT3G60790	-	3	+	22464623	22466948	0.000000	0.000000	0.000000
gene:AT3G60800	-	3	-	22467114	22469623	40.896626	14.965420	26.859915
gene:AT3G60730	-	3	+	22444890	22447273	0.000000	0.000000	0.000000
gene:AT3G60740	-	3	-	22447245	22453521	16.878567	6.319317	11.341903
gene:AT3G60750	-	3	+	22453668	22457458	1707.024658	624.656433	1121.132568
gene:AT3G60840	-	3	-	22477573	22480980	10.730185	3.926527	7.047326
gene:AT3G60810	-	3	+	22470519	22471906	107.533363	39.368683	70.658859
gene:AT3G60820	-	3	-	22471769	22473971	299.205933	113.409073	203.546478
gene:AT3G60830	-	3	+	22473983	22476445	30.910368	11.311119	20.301184
gene:AT3G60850	-	3	+	22481879	22484250	22.933811	8.392235	15.062374
gene:AT3G60870	-	3	+	22492811	22494253	1.198891	0.438714	0.787403
gene:AT3G60900	-	3	-	22499292	22501239	7.273101	2.661467	4.776797
gene:AT3G60880	-	3	+	22494739	22496697	35.678123	13.219329	23.726036
gene:AT3G60890	-	3	-	22496875	22498099	1.634387	0.829633	1.489025
gene:AT3G60860	-	3	+	22484397	22491935	40.440941	14.798670	26.560633
gene:AT3G60940	-	3	-	22521446	22523701	0.272973	0.102380	0.183751
gene:AT3G60910	-	3	+	22501544	22503372	47.683998	19.738400	35.426456
gene:AT3G09495	-	3	-	22502288	22502558	11.888730	4.350477	7.808231
gene:AT3G60920	-	3	-	22503328	22513244	0.099325	0.036346	0.065234
gene:AT3G60960	-	3	+	22535676	22538684	0.137478	0.052867	0.094886
gene:AT3G09515	-	3	+	22537283	22537417	0.214815	0.078608	0.141085
gene:AT3G09525	-	3	+	22555643	22557106	0.569252	0.208308	0.373871
gene:AT3G09545	-	3	-	22556305	22557001	1.942609	0.710864	1.275859
gene:AT3G60975	-	3	+	22564003	22565312	0.000000	0.000000	0.000000
gene:AT3G60980	-	3	-	22565309	22566773	43.051880	15.754098	28.275434
gene:AT3G61028	-	3	-	22581473	22584938	0.219958	0.102448	0.183874
gene:AT3G61035	-	3	-	22591563	22593683	0.064244	0.033795	0.060656
gene:AT3G61010	-	3	-	22570958	22575310	79.463921	40.662785	72.981506
gene:AT3G61050	-	3	+	22597216	22601412	164.686523	60.876343	109.260780
gene:AT3G61060	-	3	+	22602816	22604582	146.398819	53.731522	96.437279
gene:AT3G61070	-	3	-	22604094	22606878	66.838219	33.054939	59.326965
gene:AT3G61100	-	3	-	22610329	22611321	5.524344	2.021539	3.628256
gene:AT3G61080	-	3	+	22607099	22609169	103.500320	40.384182	72.481476
gene:AT3G61090	-	3	-	22609040	22609853	0.402154	0.147161	0.264125
gene:AT3G61110	-	3	+	22611521	22612905	90.242050	33.022530	59.268799
gene:AT3G61113	-	3	-	22614385	22615577	5.872534	2.148953	3.856939
gene:AT3G61118	-	3	-	22616581	22617427	1.868280	0.683665	1.227041
gene:AT3G61120	-	3	-	22618259	22620529	0.613851	0.224628	0.403163
gene:AT3G61130	-	3	+	22621912	22625808	103.650291	37.929047	68.075005
gene:AT3G61140	-	3	+	22626167	22630141	47.393219	17.342735	31.126722
gene:AT3G61150	-	3	+	22630331	22635155	8.817488	3.226609	5.791113
gene:AT3G61160	-	3	+	22635803	22638817	15.508719	6.017560	10.800310
gene:AT3G61170	-	3	-	22638691	22641359	1.524829	0.557985	1.001471
gene:AT3G61190	-	3	-	22650159	22651636	3.793571	1.642831	2.948552
gene:AT3G61198	-	3	-	22655884	22656599	6.033762	2.207952	3.962829
gene:AT3G61180	-	3	+	22645492	22647765	51.316139	18.778261	33.703201
gene:AT3G61182	-	3	-	22647724	22648168	0.000000	0.000000	0.000000
gene:AT3G61200	-	3	-	22657455	22658582	81.013786	29.645607	53.207897
gene:AT3G61210	-	3	-	22658632	22659896	80.853943	29.587114	53.102917
gene:AT3G61220	-	3	+	22662849	22664493	153.257294	61.129093	109.714417
gene:AT3G61230	-	3	-	22664425	22665690	0.000000	0.000000	0.000000
gene:AT3G09575	-	3	+	22664587	22665624	0.000000	0.000000	0.000000
gene:AT3G61250	-	3	+	22670729	22672751	7.480620	2.737405	4.913091
gene:AT3G61240	-	3	+	22666147	22669757	78.735275	28.811825	51.711426
gene:AT3G61270	-	3	+	22678034	22680509	10.831538	4.099975	7.358630
gene:AT3G09615	-	3	+	22678152	22678279	0.014279	0.005225	0.009378
gene:AT3G61280	-	3	+	22680960	22683769	11.514190	4.410133	7.915302
gene:AT3G61260	-	3	-	22675061	22676851	235.725464	86.259697	154.818787
gene:AT3G61300	-	3	+	22687570	22690619	0.000000	0.000000	0.000000
gene:AT3G61310	-	3	-	22687610	22693150	17.199636	6.293912	11.296306
gene:AT3G61320	-	3	+	22693421	22695754	21.254740	10.686228	19.179628
gene:AT3G61390	-	3	+	22716238	22718490	1.076030	0.410342	0.736481
gene:AT3G61400	-	3	+	22718846	22720646	0.754078	0.298812	0.536307
gene:AT3G61340	-	3	-	22701034	22702530	0.247161	0.094815	0.170173
gene:AT3G61350	-	3	+	22702632	22704481	11.032214	5.112481	9.175875
gene:AT3G09625	-	3	-	22702892	22703118	0.000000	0.000000	0.000000
gene:AT3G61360	-	3	-	22704304	22706141	6.855134	2.508519	4.502286
gene:AT3G09635	-	3	+	22705172	22705406	0.054306	0.019872	0.035667
gene:AT3G61370	-	3	+	22706242	22708509	14.003832	7.377231	13.240644
gene:AT3G09645	-	3	-	22706363	22706681	0.000000	0.000000	0.000000
gene:AT3G61380	-	3	-	22708482	22712077	14.687977	6.279346	11.270164
gene:AT3G09655	-	3	+	22710120	22710490	0.000000	0.000000	0.000000
gene:AT3G61410	-	3	+	22720921	22722696	13.751800	5.728327	10.281194
gene:AT3G61415	-	3	-	22722710	22726434	24.265551	9.783319	17.559090
gene:AT3G61420	-	3	-	22726708	22732152	42.177666	15.567697	27.940884
gene:AT3G61430	-	3	+	22733243	22735394	63.606041	23.275541	41.774910
gene:AT3G61450	-	3	+	22738353	22740112	0.662406	0.294686	0.528903
gene:AT3G61460	-	3	-	22741511	22742772	7.072108	2.587917	4.644790
gene:AT3G61440	-	3	+	22735663	22738131	870.953796	382.109711	685.810059
gene:AT3G61490	-	3	+	22757761	22760470	13.207002	5.269123	9.457015
gene:AT3G61480	-	3	+	22749780	22757130	31.312500	11.458273	20.565294
gene:AT3G61550	-	3	+	22776242	22777362	25.173059	9.211650	16.533058
gene:AT3G61520	-	3	-	22768843	22771404	4.307495	1.576254	2.829059
gene:AT3G61530	-	3	-	22771405	22773790	18.770962	7.184551	12.894823
gene:AT3G61540	-	3	+	22773386	22775911	38.701931	14.162309	25.418493
gene:AT3G61560	-	3	+	22777741	22780191	18.528374	9.493278	17.038521
gene:AT3G61570	-	3	-	22779441	22783938	20.422272	8.249373	14.805965
gene:AT3G61571	-	3	-	22783959	22784182	0.558036	0.204204	0.366505
gene:AT3G61590	-	3	+	22791898	22794710	13.520372	5.946622	10.672990
gene:AT3G61580	-	3	+	22786022	22787972	374.642700	137.094070	246.056274
gene:AT3G61470	-	3	+	22745514	22747444	8513.534180	3115.382080	5591.483398
gene:AT3G61600	-	3	+	22795422	22798324	124.278542	46.110672	82.759377
gene:AT3G61610	-	3	+	22798984	22801231	8.538515	3.124523	5.607891
gene:AT3G61620	-	3	-	22801215	22804104	21.371279	8.572543	15.385989
gene:AT3G61630	-	3	+	22804998	22806527	11.589542	4.240994	7.611731
gene:AT3G61640	-	3	-	22810041	22811024	23.006960	8.419003	15.110415
gene:AT3G61660	-	3	+	22815989	22816663	1.637037	0.739542	1.327329
gene:AT3G61650	-	3	-	22812082	22815216	9.859469	3.607904	6.475461
gene:AT3G09685	-	3	+	22812247	22812485	0.000000	0.000000	0.000000
gene:AT3G61680	-	3	+	22823423	22827171	9.203034	3.762731	6.753345
gene:AT3G61670	-	3	+	22818589	22822030	33.595150	12.627799	22.664360
gene:AT3G61690	-	3	+	22827539	22834108	47.037830	18.158972	32.591702
gene:AT3G61740	-	3	-	22850811	22857016	16.085714	6.017457	10.800124
gene:AT3G61750	-	3	-	22857577	22859669	21.117474	7.957966	14.282947
gene:AT3G61760	-	3	-	22860298	22864229	1.068436	0.411275	0.738156
gene:AT3G61700	-	3	+	22835127	22839188	48.486614	22.352175	40.117657
gene:AT3G61710	-	3	-	22839232	22842446	45.788567	18.043564	32.384567
gene:AT3G61770	-	3	+	22864543	22866567	74.539497	27.276453	48.955742
gene:AT3G61780	-	3	-	22867420	22871612	24.240665	8.870456	15.920684
gene:AT3G61790	-	3	-	22871697	22873833	47.335918	17.321768	31.089088
gene:AT3G61800	-	3	-	22874363	22878667	14.676964	5.399393	9.690824
gene:AT3G61810	-	3	+	22877168	22878550	0.000000	0.000000	0.000000
gene:AT3G61829	-	3	-	22887191	22887322	0.500000	0.182966	0.328388
gene:AT3G61820	-	3	-	22879720	22881775	64.329277	23.540197	42.249916
gene:AT3G61830	-	3	+	22887889	22891455	11.846347	4.854716	8.713239
gene:AT3G61840	-	3	+	22892466	22893304	5.384982	1.970542	3.536726
gene:AT3G61850	-	3	+	22895268	22897732	13.339554	5.695442	10.222173
gene:AT3G61880	-	3	-	22905867	22907958	8.969271	3.282151	5.890800
gene:AT3G61890	-	3	-	22914154	22915393	37.737190	13.809278	24.784876
gene:AT3G61897	-	3	+	22922206	22922325	10.233334	3.744713	6.721006
gene:AT3G61898	-	3	+	22922550	22922940	5.609836	2.052823	3.684405
gene:AT3G61900	-	3	+	22925742	22926379	4.186722	1.532059	2.749738
gene:AT3G61920	-	3	-	22932454	22933362	2.311331	0.845792	1.518026
gene:AT3G61930	-	3	+	22935510	22936253	2.711021	0.992052	1.780533
gene:AT3G61950	-	3	+	22939388	22941508	4.266169	2.067014	3.709875
gene:AT3G61860	-	3	-	22900050	22902395	73.723045	26.977684	48.419518
gene:AT3G61870	-	3	+	22902491	22904137	410.381439	181.518997	325.790070
gene:AT3G61970	-	3	+	22951323	22953265	5.133814	1.878631	3.371765
gene:AT3G61960	-	3	-	22941765	22945329	57.922153	21.195620	38.041870
gene:AT3G61980	-	3	-	22956000	22956966	16.378490	5.993428	10.756996
gene:AT3G61990	-	3	-	22957054	22959018	76.656624	28.051178	50.346218
gene:AT3G62000	-	3	-	22959053	22961321	23.453648	9.497048	17.045290
gene:AT3G62010	-	3	+	22964534	22971384	86.053711	31.489880	56.517998
gene:AT3G62020	-	3	-	22971358	22972303	5.073566	2.042207	3.665350
gene:AT3G62050	-	3	+	22978002	22979158	1.583249	0.579363	1.039840
gene:AT3G62060	-	3	+	22979848	22983250	9.067981	3.762188	6.752370
gene:AT3G62070	-	3	-	22983517	22984566	17.773859	6.504039	11.673442
gene:AT3G62100	-	3	+	22995686	22996809	2.891348	1.187627	2.131552
